,Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,media views,media engagements,date,time_extracted,Day,Month,Year
673,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida #tortor,7.96E+15,2020-08-12 13:44:00+00:00,349,4,0.011461318,0,1,1,0,0,0,2,0,0,12-08-2020,13:44,12,8,2020
674,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis #nisl,4.17E+15,2020-08-12 13:38:00+00:00,1565,50,0.031948882,0,3,6,2,0,0,17,250,22,12-08-2020,13:38,12,8,2020
675,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros #erat,2.91E+15,2020-08-11 21:17:00+00:00,390,10,0.025641026,0,0,3,0,0,0,5,37,2,11-08-2020,21:17,11,8,2020
676,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede #risus,8.79E+15,2020-08-11 12:27:00+00:00,1669,71,0.042540443,5,0,13,2,23,1,27,0,0,11-08-2020,12:27,11,8,2020
677,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices #nunc,2.85E+15,2020-08-11 12:22:00+00:00,574,12,0.020905923,0,0,6,0,0,0,6,0,0,11-08-2020,12:22,11,8,2020
678,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut #id,4.96E+15,2020-08-11 00:35:00+00:00,173,2,0.011560694,0,0,2,0,0,0,0,0,0,11-08-2020,00:35,11,8,2020
679,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut #at,7.10E+15,2020-08-11 00:28:00+00:00,74,3,0.040540541,0,1,1,0,0,0,1,0,0,11-08-2020,00:28,11,8,2020
680,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa #orci,1.59E+15,2020-08-11 00:21:00+00:00,142,4,0.028169014,0,1,3,0,0,0,0,0,0,11-08-2020,00:21,11,8,2020
681,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet #luctus,4.79E+15,2020-08-10 21:56:00+00:00,155,1,0.006451613,0,0,1,0,0,0,0,0,0,10-08-2020,21:56,10,8,2020
682,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at #lacinia,7.25E+14,2020-08-10 19:22:00+00:00,452,5,0.011061947,0,1,1,2,0,0,1,0,0,10-08-2020,19:22,10,8,2020
683,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus #in,7.76E+15,2020-08-10 17:42:00+00:00,689,1,0.001451379,0,0,1,0,0,0,0,0,0,10-08-2020,17:42,10,8,2020
684,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin #aliquet,2.77E+15,2020-08-10 16:03:00+00:00,52,1,0.019230769,0,0,1,0,0,0,0,0,0,10-08-2020,16:03,10,8,2020
685,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum #placerat,4.20E+15,2020-08-10 15:29:00+00:00,180,2,0.011111111,0,0,2,0,0,0,0,0,0,10-08-2020,15:29,10,8,2020
686,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut #aenean,4.79E+15,2020-08-10 14:40:00+00:00,1160,91,0.078448276,0,0,8,3,3,1,11,65,65,10-08-2020,14:40,10,8,2020
687,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi #rhoncus,8.90E+15,2020-08-10 13:39:00+00:00,898,64,0.071269488,0,4,9,0,0,0,11,40,40,10-08-2020,13:39,10,8,2020
688,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui #purus,3.59E+15,2020-08-10 13:39:00+00:00,3957,104,0.026282537,1,3,10,5,42,0,43,0,0,10-08-2020,13:39,10,8,2020
689,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit #eu,1.37E+15,2020-08-10 13:16:00+00:00,1090,38,0.034862385,4,0,7,0,5,2,11,9,9,10-08-2020,13:16,10,8,2020
690,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien #dui,6.23E+15,2020-08-10 12:55:00+00:00,3746,399,0.106513615,1,8,45,9,0,2,53,281,281,10-08-2020,12:55,10,8,2020
691,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi #convallis,1.18E+15,2020-08-09 18:37:00+00:00,509,95,0.186640472,0,1,6,2,2,0,12,72,72,09-08-2020,18:37,9,8,2020
692,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non #nulla,3.61E+15,2020-08-08 13:43:00+00:00,44,4,0.090909091,0,1,0,0,0,0,3,0,0,08-08-2020,13:43,8,8,2020
693,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis #porta,8.20E+15,2020-08-07 17:34:00+00:00,36,3,0.083333333,0,0,2,0,0,0,1,0,0,07-08-2020,17:34,7,8,2020
694,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam #porttitor,4.81E+15,2020-08-07 16:14:00+00:00,16,1,0.0625,0,0,1,0,0,0,0,4,0,07-08-2020,16:14,7,8,2020
695,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales #platea,6.86E+13,2020-08-07 12:59:00+00:00,66,0,0,0,0,0,0,0,0,0,0,0,07-08-2020,12:59,7,8,2020
696,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit #velit,6.43E+15,2020-08-07 12:47:00+00:00,2166,122,0.056325023,0,5,6,3,19,0,13,76,76,07-08-2020,12:47,7,8,2020
697,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque #vel,7.12E+14,2020-08-07 01:09:00+00:00,162,3,0.018518519,0,0,3,0,0,0,0,0,0,07-08-2020,01:09,7,8,2020
698,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo #in,9.72E+15,2020-08-06 20:01:00+00:00,521,26,0.049904031,1,0,5,0,1,0,2,224,17,06-08-2020,20:01,6,8,2020
699,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat #ac,7.45E+15,2020-08-06 19:59:00+00:00,208,9,0.043269231,0,1,3,2,0,0,2,51,1,06-08-2020,19:59,6,8,2020
700,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit #accumsan,2.76E+15,2020-08-06 18:20:00+00:00,408,8,0.019607843,0,1,3,0,0,0,1,133,3,06-08-2020,18:20,6,8,2020
701,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla #ligula,1.64E+15,2020-08-06 15:52:00+00:00,57,0,0,0,0,0,0,0,0,0,0,0,06-08-2020,15:52,6,8,2020
702,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer #eget,9.44E+15,2020-08-06 15:47:00+00:00,406,5,0.012315271,0,3,1,0,0,0,1,0,0,06-08-2020,15:47,6,8,2020
703,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in #pulvinar,5.95E+15,2020-08-06 15:46:00+00:00,826,8,0.00968523,0,0,4,1,0,0,3,0,0,06-08-2020,15:46,6,8,2020
704,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend #eget,1.70E+15,2020-08-06 15:37:00+00:00,71,1,0.014084507,0,0,1,0,0,0,0,0,0,06-08-2020,15:37,6,8,2020
705,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices #ultrices,6.85E+15,2020-08-06 15:35:00+00:00,67,2,0.029850746,0,1,0,0,0,0,1,0,0,06-08-2020,15:35,6,8,2020
706,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in #cursus,9.67E+15,2020-08-06 15:33:00+00:00,101,5,0.04950495,0,2,2,0,0,0,1,0,0,06-08-2020,15:33,6,8,2020
707,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus #pharetra,7.24E+15,2020-08-06 15:30:00+00:00,37,5,0.135135135,0,0,3,0,0,0,2,0,0,06-08-2020,15:30,6,8,2020
708,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque #dictumst,7.87E+15,2020-08-06 15:26:00+00:00,83,2,0.024096386,0,1,1,0,0,0,0,0,0,06-08-2020,15:26,6,8,2020
709,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla #integer,9.48E+14,2020-08-06 15:12:00+00:00,73,1,0.01369863,0,0,1,0,0,0,0,0,0,06-08-2020,15:12,6,8,2020
710,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat #sapien,1.26E+15,2020-08-06 14:57:00+00:00,270,10,0.037037037,0,2,2,0,0,0,6,74,0,06-08-2020,14:57,6,8,2020
712,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac #libero,5.81E+15,2020-08-06 14:54:00+00:00,93,4,0.043010753,0,1,1,0,0,0,2,0,0,06-08-2020,14:54,6,8,2020
713,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede #vestibulum,1.75E+15,2020-08-06 14:09:00+00:00,986,19,0.019269777,0,2,9,0,1,0,3,139,4,06-08-2020,14:09,6,8,2020
714,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et #mus,8.27E+15,2020-08-05 18:47:00+00:00,284,3,0.01056338,0,1,0,0,0,0,2,0,0,05-08-2020,18:47,5,8,2020
715,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc #penatibus,3.63E+15,2020-08-05 18:02:00+00:00,198,8,0.04040404,0,0,2,1,0,0,0,5,5,05-08-2020,18:02,5,8,2020
716,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras #at,9.08E+15,2020-08-05 15:08:00+00:00,899,11,0.012235818,0,1,5,5,0,0,0,113,0,05-08-2020,15:08,5,8,2020
717,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus #id,8.61E+15,2020-08-05 14:21:00+00:00,313,1,0.003194888,0,0,1,0,0,0,0,0,0,05-08-2020,14:21,5,8,2020
718,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc #nibh,1.30E+15,2020-08-05 14:00:00+00:00,246,3,0.012195122,0,0,1,0,0,0,0,38,2,05-08-2020,14:00,5,8,2020
719,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui #venenatis,8.30E+15,2020-08-05 12:53:00+00:00,1686,29,0.017200474,1,1,10,2,0,0,15,0,0,05-08-2020,12:53,5,8,2020
720,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae #nulla,7.45E+15,2020-08-05 12:40:00+00:00,540,7,0.012962963,0,0,1,2,4,0,0,0,0,05-08-2020,12:40,5,8,2020
721,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum #vestibulum,1.40E+15,2020-08-05 12:38:00+00:00,496,7,0.014112903,0,0,2,0,1,0,4,0,0,05-08-2020,12:38,5,8,2020
722,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna #neque,4.83E+15,2020-08-05 03:11:00+00:00,277,3,0.010830325,0,0,2,0,0,0,1,0,0,05-08-2020,03:11,5,8,2020
723,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in #diam,6.07E+15,2020-08-05 01:52:00+00:00,26,1,0.038461538,0,0,1,0,0,0,0,0,0,05-08-2020,01:52,5,8,2020
724,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla #penatibus,7.81E+14,2020-08-05 00:30:00+00:00,366,12,0.032786885,0,1,2,2,6,0,0,1,1,05-08-2020,00:30,5,8,2020
725,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus #in,4.25E+13,2020-08-04 19:03:00+00:00,197,3,0.015228426,0,0,1,0,0,0,1,64,1,04-08-2020,19:03,4,8,2020
726,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in #erat,8.42E+15,2020-08-04 18:23:00+00:00,151,0,0,0,0,0,0,0,0,0,0,0,04-08-2020,18:23,4,8,2020
727,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus #ante,8.89E+15,2020-08-04 17:01:00+00:00,631,19,0.030110935,0,1,2,0,11,0,5,0,0,04-08-2020,17:01,4,8,2020
728,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed #potenti,2.20E+15,2020-08-04 15:26:00+00:00,614,1,0.001628664,0,0,0,0,1,0,0,0,0,04-08-2020,15:26,4,8,2020
729,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet #quam,6.83E+15,2020-08-04 15:05:00+00:00,535,14,0.026168224,0,0,3,0,0,0,6,162,5,04-08-2020,15:05,4,8,2020
730,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut #libero,6.67E+15,2020-08-04 13:07:00+00:00,347,8,0.023054755,0,0,7,0,0,0,1,0,0,04-08-2020,13:07,4,8,2020
731,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam #vitae,5.84E+15,2020-08-04 01:18:00+00:00,1900,205,0.107894737,1,3,19,3,2,0,20,157,157,04-08-2020,01:18,4,8,2020
732,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla #ut,5.38E+15,2020-08-04 00:57:00+00:00,82,1,0.012195122,0,0,0,0,0,0,1,0,0,04-08-2020,00:57,4,8,2020
733,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet #laoreet,6.82E+15,2020-08-04 00:50:00+00:00,144,0,0,0,0,0,0,0,0,0,0,0,04-08-2020,00:50,4,8,2020
734,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam #quam,4.38E+15,2020-08-04 00:47:00+00:00,54,2,0.037037037,0,0,1,0,0,0,1,0,0,04-08-2020,00:47,4,8,2020
735,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi #ligula,1.79E+15,2020-08-04 00:44:00+00:00,184,2,0.010869565,0,0,1,0,1,0,0,0,0,04-08-2020,00:44,4,8,2020
736,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper #eget,9.72E+15,2020-08-03 23:55:00+00:00,178,1,0.005617978,0,0,0,1,0,0,0,0,0,03-08-2020,23:55,3,8,2020
737,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio #magna,1.77E+15,2020-08-03 23:34:00+00:00,574,0,0,0,0,0,0,0,0,0,0,0,03-08-2020,23:34,3,8,2020
738,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede #elit,6.15E+15,2020-08-03 23:05:00+00:00,342,6,0.01754386,0,1,2,0,2,0,0,97,1,03-08-2020,23:05,3,8,2020
739,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices #in,7.61E+15,2020-08-03 18:55:00+00:00,104,0,0,0,0,0,0,0,0,0,0,0,03-08-2020,18:55,3,8,2020
740,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis #primis,1.86E+15,2020-08-03 17:16:00+00:00,1080,7,0.006481481,0,1,2,2,0,0,2,0,0,03-08-2020,17:16,3,8,2020
741,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum #cubilia,3.00E+15,2020-08-03 16:33:00+00:00,212,2,0.009433962,0,0,1,0,0,0,1,0,0,03-08-2020,16:33,3,8,2020
742,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent #nulla,7.49E+15,2020-08-03 15:06:00+00:00,418,7,0.016746411,0,1,4,0,0,0,2,0,0,03-08-2020,15:06,3,8,2020
743,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis #ut,4.80E+15,2020-08-03 14:54:00+00:00,174,0,0,0,0,0,0,0,0,0,27,0,03-08-2020,14:54,3,8,2020
744,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla #dolor,5.21E+15,2020-08-03 14:05:00+00:00,644,1,0.001552795,0,0,0,1,0,0,0,0,0,03-08-2020,14:05,3,8,2020
745,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in #vulputate,8.79E+15,2020-08-03 13:50:00+00:00,1538,28,0.018205462,4,1,8,3,4,0,3,5,5,03-08-2020,13:50,3,8,2020
746,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis #duis,5.85E+15,2020-08-03 13:47:00+00:00,52,0,0,0,0,0,0,0,0,0,0,0,03-08-2020,13:47,3,8,2020
747,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat #phasellus,4.30E+15,2020-08-03 13:46:00+00:00,307,5,0.016286645,0,2,1,0,0,0,2,0,0,03-08-2020,13:46,3,8,2020
748,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in #eget,3.77E+14,2020-08-03 12:56:00+00:00,228,4,0.01754386,0,0,2,0,0,0,2,0,0,03-08-2020,12:56,3,8,2020
749,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl #semper,6.06E+15,2020-08-03 12:52:00+00:00,6807,1118,0.164242691,3,11,65,15,0,0,241,783,783,03-08-2020,12:52,3,8,2020
750,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet #turpis,4.55E+15,2020-08-03 11:57:00+00:00,1094,34,0.031078611,1,1,7,0,5,1,7,12,12,03-08-2020,11:57,3,8,2020
751,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero #donec,4.67E+15,2020-08-03 03:32:00+00:00,3818,155,0.040597171,2,4,7,2,22,0,29,89,89,03-08-2020,03:32,3,8,2020
752,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel #maecenas,9.39E+15,2020-08-02 22:47:00+00:00,320,4,0.0125,0,1,2,1,0,0,0,0,0,02-08-2020,22:47,2,8,2020
753,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta #duis,2.82E+14,2020-08-02 22:39:00+00:00,87,3,0.034482759,0,0,1,0,0,0,0,25,2,02-08-2020,22:39,2,8,2020
754,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at #nulla,9.22E+15,2020-08-02 22:39:00+00:00,1236,134,0.108414239,2,0,6,1,7,1,19,98,98,02-08-2020,22:39,2,8,2020
755,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo #consectetuer,2.53E+15,2020-08-02 22:27:00+00:00,1335,17,0.012734082,1,1,9,0,0,0,6,0,0,02-08-2020,22:27,2,8,2020
756,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet #risus,7.78E+14,2020-08-02 19:46:00+00:00,1241,159,0.128122482,0,0,7,0,0,0,9,143,143,02-08-2020,19:46,2,8,2020
757,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla #eros,9.42E+15,2020-08-02 12:58:00+00:00,966,21,0.02173913,0,2,6,1,0,0,7,185,5,02-08-2020,12:58,2,8,2020
758,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus #molestie,4.04E+15,2020-08-02 01:38:00+00:00,144,1,0.006944444,0,0,1,0,0,0,0,0,0,02-08-2020,01:38,2,8,2020
759,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh #ut,2.64E+15,2020-08-02 01:24:00+00:00,417,35,0.083932854,1,0,1,3,0,0,8,937,22,02-08-2020,01:24,2,8,2020
760,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at #elementum,3.36E+15,2020-08-01 18:44:00+00:00,552,3,0.005434783,0,0,2,0,0,0,1,0,0,01-08-2020,18:44,1,8,2020
761,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut #etiam,6.83E+15,2020-08-01 16:57:00+00:00,671,22,0.032786885,0,1,4,4,0,0,3,87,10,01-08-2020,16:57,1,8,2020
762,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum #adipiscing,9.63E+15,2020-08-01 12:20:00+00:00,3733,97,0.025984463,0,6,9,5,0,0,77,0,0,01-08-2020,12:20,1,8,2020
763,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula #orci,7.88E+15,2020-09-30 23:29:00+00:00,303,12,0.03960396,0,1,4,1,0,0,2,76,4,30-09-2020,23:29,30,9,2020
764,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec #mauris,9.30E+15,2020-09-30 22:43:00+00:00,301,0,0,0,0,0,0,0,0,0,0,0,30-09-2020,22:43,30,9,2020
765,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse #iaculis,7.22E+15,2020-09-30 18:44:00+00:00,193,2,0.010362694,0,0,2,0,0,0,0,0,0,30-09-2020,18:44,30,9,2020
766,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas #luctus,4.01E+15,2020-09-30 17:45:00+00:00,186,8,0.043010753,0,1,2,0,0,0,3,24,2,30-09-2020,17:45,30,9,2020
767,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa #neque,7.58E+15,2020-09-30 17:33:00+00:00,124,2,0.016129032,0,1,1,0,0,0,0,11,0,30-09-2020,17:33,30,9,2020
768,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat #nam,2.99E+13,2020-09-30 16:21:00+00:00,131,2,0.015267176,0,0,1,0,0,0,1,0,0,30-09-2020,16:21,30,9,2020
769,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec #porta,6.50E+15,2020-09-30 14:25:00+00:00,958,19,0.019832985,1,1,5,4,0,0,8,0,0,30-09-2020,14:25,30,9,2020
770,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras #amet,4.26E+15,2020-09-30 13:52:00+00:00,226,7,0.030973451,0,1,2,2,0,0,2,0,0,30-09-2020,13:52,30,9,2020
